# VarAstro Metadata Begin
# ObservationId: 87106
# StarName: OGLE-TR-113
# RA: 10h 52m 24.00s (163.0999999900)
# DE: -61° 26' 48.00" (-61.4466666663)
# ObserverName: Carl R Knight
# Station: Ngileah Observatory
# Latitude: -40
# Longitude: 175
# Instrument: 0.3m F10 SCT, SBIG ST10XE
# Filter: R
# JD: GJD
# Unit: Mag
# VarAstro Metadata End
2458166.04766	+14.333	0.017
2458166.04806	+14.328	0.016
2458166.04846	+14.339	0.017
2458166.04886	+14.333	0.017
2458166.04926	+14.325	0.017
2458166.04967	+14.344	0.017
2458166.05007	+14.337	0.017
2458166.05047	+14.349	0.017
2458166.05088	+14.338	0.017
2458166.05128	+14.340	0.017
2458166.05169	+14.338	0.017
2458166.05209	+14.323	0.017
2458166.05249	+14.322	0.016
2458166.05290	+14.331	0.017
2458166.05330	+14.339	0.017
2458166.05371	+14.352	0.017
2458166.05411	+14.327	0.016
2458166.05451	+14.323	0.016
2458166.05492	+14.321	0.016
2458166.05532	+14.328	0.016
2458166.05572	+14.334	0.017
2458166.05613	+14.340	0.017
2458166.05653	+14.352	0.017
2458166.05693	+14.325	0.016
2458166.05733	+14.304	0.016
2458166.05773	+14.305	0.016
2458166.05813	+14.321	0.016
2458166.05853	+14.307	0.016
2458166.05894	+14.325	0.016
2458166.05934	+14.329	0.016
2458166.05974	+14.328	0.016
2458166.06014	+14.328	0.016
2458166.06055	+14.327	0.016
2458166.06095	+14.334	0.016
2458166.06135	+14.327	0.016
2458166.06176	+14.317	0.016
2458166.06216	+14.321	0.016
2458166.06256	+14.320	0.016
2458166.06297	+14.327	0.016
2458166.06337	+14.312	0.016
2458166.06377	+14.315	0.016
2458166.06417	+14.317	0.016
2458166.06458	+14.325	0.016
2458166.06498	+14.325	0.016
2458166.06538	+14.326	0.016
2458166.06578	+14.324	0.016
2458166.06618	+14.321	0.016
2458166.06658	+14.329	0.016
2458166.06698	+14.319	0.016
2458166.06739	+14.323	0.016
2458166.06779	+14.327	0.016
2458166.06819	+14.329	0.016
2458166.06859	+14.334	0.016
2458166.06900	+14.325	0.016
2458166.06940	+14.311	0.016
2458166.06980	+14.320	0.016
2458166.07020	+14.315	0.016
2458166.07061	+14.328	0.016
2458166.07101	+14.326	0.016
2458166.07141	+14.329	0.016
2458166.07182	+14.330	0.016
2458166.07222	+14.343	0.016
2458166.07262	+14.335	0.016
2458166.07303	+14.343	0.016
2458166.07343	+14.327	0.016
2458166.07383	+14.322	0.016
2458166.07423	+14.326	0.016
2458166.07463	+14.329	0.016
2458166.07503	+14.319	0.016
2458166.07543	+14.322	0.016
2458166.07584	+14.321	0.016
2458166.07624	+14.327	0.016
2458166.07664	+14.327	0.016
2458166.07704	+14.336	0.016
2458166.07745	+14.341	0.017
2458166.07785	+14.337	0.016
2458166.07826	+14.329	0.016
2458166.07866	+14.322	0.016
2458166.07907	+14.336	0.016
2458166.07948	+14.326	0.016
2458166.07988	+14.320	0.016
2458166.08029	+14.326	0.016
2458166.08069	+14.335	0.016
